text,slant,nonpartisan,slight-partisan,hyperpartisan
Democrats earmark $7 billion for child care in newest relief package—but it won't be enough to stabilize the system for long,0,1,0,0
Appeals court rejects California's ban on high-capacity magazines,0,1,0,0
Federal Reserve joins global group focused on fighting climate change,0,1,0,0
George Soros’s Foundation Is Spending $220 Million To ‘Dismantle Systemic Racism’ In U.S.,2,0,0,1
"3 Weeks To Go And Putin Could Still Help Trump, Ex-Administration Official Says",2,0,0,1
Stock futures flat as investors await earnings season kickoff,0,1,0,0
I have prayed for Trump every day of his presidency. I’m still praying for him,1,0,1,0
"Fractures grow among Iraq militias, spell political retreat",0,1,0,0
"U.S. judges stop Texas, Ohio, Alabama from curbing abortions during coronavirus crisis",0,1,0,0
New York governor signals possible compromise with Trump in immigration dispute,0,1,0,0
SoftBank-backed South Korean ride-hailing Tada fights for survival amid crackdown,0,1,0,0
Bernie Sanders Stumps for Joe Biden in Michigan: 'No One Is Safe from This Pandemic',2,0,0,1
How U.S. hospitals plan to distribute a Covid vaccine,0,1,0,0
"Trump, Biden fight for primacy on social media platforms",1,0,1,0
Will virus keep Florida spectators from astronaut launch?,1,0,1,0
EU looking to ramp-up production of COVID-19 antiviral remdesivir,0,1,0,0
U.S. Appeals Court Blocks Trump Policy Forcing Migrants To Wait In Mexico,2,0,0,1
McGrath looks to win over supporters of primary opponent,1,0,1,0
Florida Site Of GOP Convention Requires Face Masks Due To Coronavirus,2,0,0,1
W.Va. begins drive to vaccinate all nursing homes in weeks,1,0,1,0
Trump to renew challenges to Manhattan prosecutor's subpoena for financial records,0,1,0,0
MeidasTouch Delivers Powerful Closing Message Urging Republicans To Reject Trump,2,0,0,1
'Defying the odds': 51-year-old woman gives birth to her own granddaughter,1,0,1,0
"U.S. issues some exemptions to Venezuela sanctions, targets more officials",0,1,0,0
"Facebook bans some, but not all, QAnon groups, accounts",1,0,1,0
Zimbabwe summons U.S. ambassador over comments on Floyd protests,0,1,0,0
Lessons from Japan on containing coronavirus could help U.S. reopen safely,1,0,1,0
McConnell is ‘floundering’ after sucking up to Trump — and is now ‘out of touch’ with his own party: conservative columnist,2,0,0,1
The FCC can punish outlets for broadcasting hoaxes — but can it tackle right-wing misinformation?,2,0,0,1
Coronavirus medical bill: How much does COVID-19 test cost? Fact check,1,0,1,0
Weed stocks surge as Kamala Harris vows to decriminalize pot in debate,1,0,1,0
Fauci: US taking hard look at  variant of coronavirus,1,0,1,0
CrossFit CEO resigns over insensitive George Floyd tweet,1,0,1,0
China's Achilles heel: What Japan's 1980s boom and bust can tell us about the Chinese economy,0,1,0,0
Trump Not Tested For Coronavirus Despite Contact With Self-Quarantined Lawmakers,2,0,0,1
"Oil prices plunge below zero, stocks close lower",1,0,1,0
Turkey issues detention warrants for 167 over suspected Gulen links: media,1,0,1,0
"Portland, Oregon rejects bid to cut $18M more from police",1,0,1,0
What Does ’Shelter In Place' Mean? Here’s What Life Is Like Under the Mandate,1,0,1,0
Rand Paul: Pandemic Response Marred by ‘Wrong Prediction after Wrong Prediction’,1,0,1,0
"On 88 acres of self-governed land in Tennessee, a dream deferred for Choctaw people comes true",1,0,1,0
Amy Coney Barrett Confirmed by Partisan Vote She Could Not Lose,2,0,0,1
"Red flags fly high, but Trump ignores them",0,1,0,0
"Here's why top economists are not worried about the national debt, now worth over $26 trillion",0,1,0,0
"Hot, dry and dangerous: Firefighters are battling 29 wildfires across California amid triple-digit temperatures",1,0,1,0
"Rate cuts can't save the global economy from the coronavirus, say analysts",0,1,0,0
Iran's president says Tehran ready to work with EU to resolve nuclear deal issues,0,1,0,0
Judge blocks order limiting Texas ballot drop-off locations,1,0,1,0
Trump Shuts Down Entry To United States For The Majority Of Individuals Traveling From Brazil Over Coronavirus Fears,2,0,0,1
IMF says coronavirus crisis requires 'wartime' policy response,0,1,0,0
"Three children dead in New York from coronavirus-linked illness, Cuomo says",1,0,1,0
Bloomberg Pledges At Least $100M To Help Biden Win Florida,2,0,0,1
U.S. may expand required COVID-19 testing for more international passengers,0,1,0,0
"Thanksgiving travelers try to reach destinations, miss virus",1,0,1,0
"Bill Gates, Worth Nearly $120 Billion, Advocates For Keeping Some Businesses Closed During Pandemic",2,0,0,1
Statue of Spanish governor removed from New Mexico park,1,0,1,0
"Unlike Hillary Clinton, Joe Biden Isn't Taking Wisconsin For Granted",2,0,0,1
"With coronavirus, NCAA medical advisors offer strong cautionary words about present, future",1,0,1,0
Top CEOs see business impact from coronavirus lingering until at least the end of 2021,0,1,0,0
Did Border Patrol Agents Abuse Detained Children? Does Anyone Care?,2,0,0,1
Trump signs executive order aimed at preventing sales of counterfeit goods from overseas,0,1,0,0
Investor: Safety Driving Hundreds of Thousands of People from U.S. Cities to Suburbs,2,0,0,1
Muslim Call To Prayer To Be Blasted Over Major U.S. City Five Times A Day,2,0,0,1
"White House, Congress agree on $2 trillion virus rescue bill",1,0,1,0
Sanofi to accelerate European COVID-19 vaccine access after CEO prioritizes U.S. preorders,0,1,0,0
House Democrats Pass Police Reform Legislation,2,0,0,1
"US employers post more jobs in June, pull back on hiring",1,0,1,0
U.S. Senate leader says coronavirus aid bill should advance in early 2021,1,0,1,0
The 2020 Election: Another Case For Getting Rid Of The Electoral College,2,0,0,1
"Donald Trump on 200,000 COVID-19 deaths: 'It's a shame'",1,0,1,0
Teva Pharm gets approval in China for Huntington's treatment,0,1,0,0
‘She’s Lost Her Mind’: Former ICE Chief Reacts To Pelosi’s Plan To Give Illegal Aliens Stimulus Funds,2,0,0,1
"Navy Cancels Catholic Masses at Bases, Continues Other Religious Services",2,0,0,1
Trump facing a 'crushing loss' on election day as he scrambles to save states he won in 2016: report,2,0,0,1
"Coronavirus live updates: China reports 54 new cases, says all of them are 'imported'",0,1,0,0
"A Requiem for the Airplane Movie, the Best Way to Watch Bad Films",2,0,0,1
Dictatorships on U.N. Human Rights Council Applaud China’s Hong Kong Crackdown,2,0,0,1
When should you mail gifts for Christmas? Your shipping questions answered,1,0,1,0
"Trump agrees to TikTok deal with Oracle and Walmart, allowing app’s U.S. operations to continue",0,1,0,0
U.S. economy rebounding strongly; fresh aid coming to unemployed: Kudlow,0,1,0,0
"Jamie Dimon says he's OK with higher taxes on the rich, but wealth tax is 'almost impossible'",0,1,0,0
US STOCKS-Wall Street advances on prospect of economic rebound,0,1,0,0
Read the full transcript from the first presidential debate between Joe Biden and Donald Trump,1,0,1,0
Top Democrats say U.S. Congress appears to be election interference target,0,1,0,0
"Partly false claim: It is unconstitutional to shut churches, businesses, halt gun sales and ban assembly",0,1,0,0
Economist Paul Krugman: Trump’s ‘claims of urban anarchy’ in US cities are ‘almost entirely fantasy’ — but his supporters might believe them anyway,2,0,0,1
Chris Christie says no one was wearing masks during debate prep with Trump,1,0,1,0
Justice Department sought ways to arrest Portland officials on federal criminal charges,1,0,1,0
"Morning News Call - India, May 26",0,1,0,0
California GOP Asks Gavin Newsom to Stop 'Ballot Harvesting' Due to Coronavirus,2,0,0,1
Biden Gives False Military Coronavirus Stats. It Appears He Didn’t Understand Basic Abbreviation. | The Daily Wire,2,0,0,1
"Trump Could Face Tax Fraud Probe, Manhattan Prosecutor Says For First Time",2,0,0,1
North: Kim suspended action against South for Korean impasse,1,0,1,0
Biden's incoming national security aide 'deeply concerned' about Hong Kong crackdown,0,1,0,0
'No-swab' saliva test for coronavirus piloted in Britain,0,1,0,0
CDC study finds coronavirus rates among teens nearly 'double' compared with children,0,1,0,0
"RPT-FOCUS-As U.S. auto supply chain revs up, worker safety fears linger in Mexico",0,1,0,0
"Trump's election night party will be held at the White House, official says",1,0,1,0
From Sanders To Kasich: Joe Biden’s Giant And Potentially Fragile Anti-Trump Coalition,2,0,0,1
How Brazil went from carnival floats to mass graves. Photos show what it's like in the world's latest coronavirus hotspot.,1,0,1,0
"Walmart to spend $428 million on new round of worker bonuses, retailer will close on Thanksgiving",0,1,0,0
"Senate impeachment trial: How Trump, McConnell kept GOP in line",1,0,1,0
Sen. Tom Cotton Calls Slavery Nation's 'Necessary Evil' In Shocking Interview,2,0,0,1
Former Colts and Ohio State receiver Anthony Gonzalez wins reelection in the U.S. House,1,0,1,0
Xi Jinping Sends Mission to Mars While Chinese Heartland Remains Underwater,2,0,0,1
"Trump Endorses Candidate Who Voted For Hillary, Told Him To Drop Out",2,0,0,1
"UPDATE 3-Facebook, Twitter remove Russia-linked accounts in Ghana targeting U.S.",0,1,0,0
Mnuchin says GOP coronavirus relief plan ready as unemployment boost runs out — 'We can move very quickly',0,1,0,0
House Latest: GOP’s Hinson ousts US Rep. Finkenauer in Iowa,1,0,1,0
Trump Congratulates AG Barr For &#8216;Taking Charge&#8217; Of Roger Stone Case,2,0,0,1
"Texas Supreme Court Denies Republican Effort To Toss Nearly 127,000 Ballots",2,0,0,1
"Iraqi security forces kill protester, rockets hit U.S. embassy",0,1,0,0
New Jobs Report Diminishes GOP Appetite For More Virus Aid,2,0,0,1
5 things to know before the stock market opens Friday,0,1,0,0
Energy infrastructure attacks are 'probable': Oil traders fear supply disruptions in the Middle East,0,1,0,0
Stocks climb again on Wall Street with hopes for stimulus,1,0,1,0
Census Bureau stops layoffs for door knockers after order,1,0,1,0
"Trump's travels, Nevada's bar closures, Charlie Daniels' funeral: 5 things to know Friday",1,0,1,0
House judiciary panel to interview ousted NY prosecutor,1,0,1,0
U.S. coronavirus stimulus bill adds billions in support for farmers,0,1,0,0
Did Russia Just Send a Submarine Through the Bosphorus?,1,0,1,0
Trump appointee Merritt Corrigan fired from USAID amid anti-LGBTQ tweets,0,1,0,0
MSNBC Panel Grills Lev Parnas&#8217;s Lawyer Over Efforts To Get Rid Of US Ambassador,2,0,0,1
"In CA: Essential workers shouldn't be deported, immigration attorney says",1,0,1,0
Trump WeChat ban 'an unwelcome signal' for Chinese community,1,0,1,0
Aggressive New Guerrilla Tactics Target America’s Eviction Machine,1,0,1,0
'Caste' Explodes The Myth Of American Exceptionalism,2,0,0,1
"More Accusers Step Forward With Evidence Against Ghislaine Maxwell, Prosecutors Say",2,0,0,1
FedEx to Ship First Wave of Moderna COVID-19 Vaccines Across the United States,1,0,1,0
Ghana turns to drones to enable faster coronavirus testing,0,1,0,0
Marriott says Trump administration ordered it to cease Cuba hotel business,0,1,0,0
George Floyd protests are fueling policy changes in cities nationwide. Here are some of them.,1,0,1,0
Democrat concedes to US Rep. John Katko in central New York,1,0,1,0
Biden campaign turns 'Keep America Great' domain into list of broken Trump promises,0,1,0,0
Instacart accelerates launch of grocery drop-off service amid coronavirus fears,0,1,0,0
Is North Korea Planning to Disrupt the 2020 U.S. Presidential Election?,1,0,1,0
Two COVID-19-ravaged churches take different recovery paths,1,0,1,0
‘Pence is lying’: Vice president’s coronavirus cleanup efforts backfire spectacularly,2,0,0,1
Russian state hackers are accused of trying to infiltrate Biden’s campaign firm,2,0,0,1
"Fed's Powell: ""We Should Do Everything We Can""",2,0,0,1
"Rose McGowan Apologizes To Iran, Calls U.S. ‘Morally Corrupt,’ Trump Administration A ‘Terrorist Regime’",2,0,0,1
Vigilance leading to hopeful signs in U.S. outbreak,0,1,0,0
U.S. economic rebound may be a slow train for the unemployed,0,1,0,0
Fact Check: NYT Claims Only 'Tens of Thousands' of Visa Workers in U.S.,2,0,0,1
"Louis DeJoy Reportedly Pressured Former Employees To Donate To GOP, Then Reimbursed Them",2,0,0,1
"UPDATE 3-'Single biggest shock': Airlines, airports battle coronavirus cash crunch",0,1,0,0
European markets close lower after Fed flags uncertainty of U.S. recovery,0,1,0,0
Karèn Shainyan Wants to Inspire LGBTQ Russians to Come Out—With Some Celebrity Help,2,0,0,1
Asian shares decline following lackluster day on Wall Street,1,0,1,0
Battle brews for control of Latin American lender as some reject Trump candidate,0,1,0,0
Courts are the next front in Trump's battle over presidential powers,0,1,0,0
Epstein victim sheds anonymity to seek answers: &#39;Why can’t I see the documents now?&#39;,1,0,1,0
Feds Notify Bernie Sanders That Russia Is Trying To Help His Campaign,2,0,0,1
"U.S. Congress, negotiators reach deal on $2-trillion coronavirus aid package",0,1,0,0
New York state Dems file appeal to stop presidential primary,1,0,1,0
Journalist details the evidence the coming economic collapse is worse than anything we’ve seen,2,0,0,1
World's ailing airlines appeal for aid as U.S. offers $58 billion,1,0,1,0
HHS Secretary Azar says the FDA will move 'as quickly as possible' to clear Moderna and Pfizer's Covid vaccines,0,1,0,0
Kremlin: Putin concerned about arrangements with U.S. amid protests - IFX,0,1,0,0
Brazil surpasses U.S. daily virus death toll,1,0,1,0
Sanders Suggests Report that Russia Is Boosting Campaign Was Politically Motivated,1,0,1,0
Trump Credits Himself For Cuomo’s Ratings: ‘We’ve Helped Make Him Successful’,2,0,0,1
Trump Calls on AG Barr to ‘Act Fast’ to Address Biden’s ‘Tremendous Corruption’,1,0,1,0
"Two senior cadets, among 1,000 seniors isolated at the Air Force Academy, died by suicide within days",1,0,1,0
Trump tells census to not count undocumented people for purposes of deciding House apportionment,1,0,1,0
"Another booming quarter for Walmart, but sales are slowing",1,0,1,0
Dennis Prager: Breitbart News Gives ‘Much Truer Understanding of the World’ than New York Times,2,0,0,1
"End Iowa-New Hampshire primary season monopoly, let diverse Great Lakes region go first",1,0,1,0
